EC,PRESS,TEMP,DEPTH,ALT
3741.00,9056.20,36.61,82.26,-22909.89,
3744.00,9094.40,36.63,82.66,-22963.75,
3736.00,9123.90,36.63,82.96,-23005.21,
3753.00,9156.40,36.64,83.29,-23050.78,
3750.00,9192.50,36.65,83.66,-23101.23,
3793.00,9230.20,36.66,84.04,-23153.75,
3791.00,9267.10,36.67,84.42,-23204.98,
3795.00,9295.00,36.68,84.71,-23243.61,
3794.00,9326.00,36.69,85.02,-23286.42,
3793796.00,9360.10,36.70,85.37,-23333.38,
3795.00,9388.90,36.71,85.67,-23372.93,
3797.00,9431.90,36.72,86.11,-23431.81,
3796.00,9464.20,36.72,86.44,-23475.89,
3797.00,9498.30,36.74,86.79,-23522.30,
3799.00,9531.50,36.75,87.13,-23567.34,
3799.00,9566.00,36.76,87.48,-23614.03,
3799.00,9599.10,36.76,87.82,-23658.68,
3798.00,9640.50,36.77,88.24,-23714.36,
3799.00,9674.00,36.78,88.58,-23759.28,
3801.00,9712.30,36.79,88.98,-23810.48,
3801.00,9742.90,36.80,89.29,-23851.26,
3803.00,9778.10,36.81,89.65,-23898.06,
3801.00,9814.90,36.83,90.02,-23946.82,
3803.00,9850.90,36.84,90.39,-23994.39,
3802.00,9884.10,36.84,90.73,-24038.12,
3804.00,9915.10,36.85,91.05,-24078.87,
3803.00,9947.30,36.86,91.38,-24121.07,
3805.00,9982.80,36.87,91.74,-24167.48,
3805.00,10026.10,36.88,92.18,-24223.89,
3806.00,10061.50,36.89,92.55,-24269.87,
3805.00,10098.70,36.90,92.93,-24318.05,
3806.00,10135.70,36.92,93.31,-24365.81,
3806.00,10180.10,36.91,93.76,-24422.95,
3803808.00,10217.20,36.94,94.14,-24470.55,
3807.00,10258.10,36.95,94.56,-24522.86,
3808.00,10295.90,36.96,94.94,-24571.05,
3808.00,10335.60,36.97,95.35,-24621.50,
3809.00,10374.50,36.98,95.75,-24670.80,
3810.00,10409.60,36.99,96.11,-24715.14,
3810.00,10447.80,37.00,96.50,-24763.26,
3809.00,10482.00,37.01,96.85,-24806.23,
3812.00,10514.50,37.02,97.18,-24846.95,
3810.00,10546.60,37.03,97.51,-24887.08,
3810.00,10580.90,37.04,97.86,-24929.84,
3814.00,10623.40,37.05,98.29,-24982.68,
3814.00,10660.00,37.06,98.67,-25028.05,
3813.00,10694.30,37.08,99.02,-25070.44,
3813.00,10723.60,37.08,99.32,-25106.57,
3813.00,10751.10,37.09,99.60,-25140.40,
3815.00,10792.50,37.10,100.02,-25191.21,
3816.00,10827.20,37.12,100.38,-25233.68,
3815.00,10864.00,37.13,100.75,-25278.59,
3816.00,10899.30,37.14,101.12,-25321.56,
3816.00,10939.00,37.15,101.52,-25369.75,
3813.00,10972.40,37.16,101.86,-25410.18,
3814.00,11002.40,37.17,102.17,-25446.41,
3817.00,11036.30,37.18,102.52,-25487.25,
3813817.00,11073.60,37.19,102.90,-25532.08,
3814.00,11108.90,37.20,103.26,-25574.39,
3817.00,11144.10,37.21,103.62,-25616.47,
3816.00,11173.20,37.22,103.92,-25651.18,
3817.00,11214.60,37.23,104.34,-25700.43,
3817.00,11246.20,37.24,104.66,-25737.93,
3818.00,11283.20,37.26,105.04,-25781.72,
3818.00,11324.20,37.27,105.46,-25830.11,
3818.00,11365.60,37.28,105.88,-25878.83,
3819.00,11395.80,37.29,106.19,-25914.27,
3820.00,11428.10,37.30,106.52,-25952.10,
3819.00,11460.40,37.31,106.85,-25989.85,
3821.00,11495.70,37.32,107.22,-26031.00,
3821.00,11526.30,37.33,107.53,-26066.59,
3822.00,11559.70,37.34,107.87,-26105.34,
3823.00,11592.30,37.35,108.20,-26143.09,
3823.00,11618.70,37.36,108.47,-26173.59,
3823.00,11649.10,37.37,108.78,-26208.64,
3824.00,11679.80,37.38,109.10,-26243.97,
3823.00,11707.30,37.39,109.38,-26275.55,
3823.00,11748.60,37.40,109.80,-26322.86,
3825.00,11776.40,37.41,110.09,-26354.64,
3825.00,11810.50,37.42,110.44,-26393.52,
3826.00,11847.30,37.43,110.81,-26435.39,
3823825.00,11876.10,37.44,111.11,-26468.08,
3828.00,11900.80,37.45,111.36,-26496.06,
3827.00,11934.90,37.46,111.71,-26534.62,
3827.00,11964.50,37.47,112.01,-26568.02,
3829.00,11991.60,37.47,112.29,-26598.54,
3829.00,12019.80,37.48,112.58,-26630.24,
3829.00,12052.60,37.50,112.91,-26667.03,
3827.00,12089.40,37.51,113.29,-26708.23,
3831.00,12121.30,37.52,113.61,-26743.84,
3831.00,12157.60,37.53,113.99,-26784.28,
3832.00,12192.20,37.54,114.34,-26822.73,
3832.00,12233.70,37.55,114.76,-26868.74,
3832.00,12262.80,37.56,115.06,-26900.92,
3834.00,12295.80,37.56,115.40,-26937.34,
3834.00,12337.40,37.58,115.82,-26983.16,
3836.00,12362.20,37.59,116.08,-27010.40,
3836.00,12395.00,37.60,116.41,-27046.37,
3835.00,12421.50,37.61,116.68,-27075.37,
3838.00,12450.10,37.62,116.98,-27106.62,
3838.00,12480.90,37.63,117.29,-27140.20,
3840.00,12510.40,37.64,117.59,-27172.31,
3842.00,12546.40,37.65,117.96,-27211.40,
3842.00,12576.00,37.66,118.26,-27243.48,
3844.00,12606.30,37.66,118.57,-27276.24,
3843846.00,12638.70,37.67,118.91,-27311.22,
3846.00,12669.50,37.68,119.22,-27344.40,
3850.00,12712.40,37.70,119.66,-27390.50,
3847.00,12754.40,37.70,120.09,-27435.51,
3850.00,12783.60,37.71,120.39,-27466.74,
3851.00,12815.60,37.72,120.72,-27500.88,
3849.00,12849.30,37.73,121.06,-27536.78,
3852.00,12882.20,37.74,121.40,-27571.75,
3850.00,12914.40,37.75,121.73,-27605.90,
3849.00,12948.40,37.76,122.07,-27641.89,
3851.00,12986.80,37.77,122.47,-27682.44,
3853.00,13027.10,37.79,122.88,-27724.90,
3856.00,13054.40,37.80,123.16,-27753.60,
3854.00,13093.50,37.81,123.56,-27794.62,
3857.00,13124.50,37.82,123.87,-27827.08,
3860.00,13161.80,37.83,124.26,-27866.04,
3824.00,13191.10,37.84,124.56,-27896.58,
3824.00,13224.90,37.85,124.90,-27931.75,
3825.00,13257.00,37.86,125.23,-27965.09,
3830.00,13289.50,37.87,125.56,-27998.77,
3832.00,13324.40,37.88,125.92,-28034.86,
3835.00,13354.70,37.89,126.23,-28066.14,
3836.00,13396.10,37.90,126.65,-28108.78,
3838.00,13419.70,37.91,126.89,-28133.03,
3843841.00,13441.20,37.92,127.11,-28155.10,
3844.00,13478.80,37.93,127.50,-28193.63,
3847.00,13512.50,37.94,127.84,-28228.08,
3845.00,13548.50,37.95,128.21,-28264.82,
3845.00,13590.90,37.96,128.64,-28307.99,
3845.00,13622.20,37.97,128.96,-28339.77,
3845.00,13660.70,37.98,129.36,-28378.80,
3847.00,13701.20,37.99,129.77,-28419.75,
3851.00,13738.90,38.00,130.16,-28457.79,
3849.00,13779.70,38.01,130.58,-28498.86,
3851.00,13809.40,38.03,130.88,-28528.70,
3850.00,13853.60,38.04,131.33,-28573.00,
3856.00,13882.90,38.05,131.63,-28602.30,
3858.00,13915.70,38.06,131.97,-28635.05,
3860.00,13949.20,38.07,132.31,-28668.43,
3860.00,13997.20,38.09,132.80,-28716.15,
3858.00,14031.70,38.09,133.15,-28750.36,
3863.00,14061.80,38.11,133.46,-28780.15,
3862.00,14097.90,38.12,133.83,-28815.82,
3862.00,14124.50,38.13,134.10,-28842.06,
3866.00,14162.50,38.14,134.49,-28879.46,
3830.00,14200.70,38.15,134.88,-28916.99,
3871.00,14238.60,38.16,135.27,-28954.13,
3903.00,14270.40,38.17,135.59,-28985.24,
3903903.00,14303.40,38.18,135.93,-29017.46,
3905.00,14337.00,38.19,136.28,-29050.20,
3905.00,14380.00,38.21,136.72,-29092.03,
3907.00,14412.80,38.22,137.05,-29123.85,
3907.00,14449.70,38.23,137.43,-29159.58,
3907.00,14479.80,38.24,137.74,-29188.68,
3905.00,14516.10,38.25,138.11,-29223.70,
3910.00,14546.30,38.26,138.42,-29252.79,
3910.00,14580.50,38.27,138.77,-29285.67,
3910.00,14610.90,38.28,139.08,-29314.84,
3911.00,14653.70,38.29,139.51,-29355.83,
3912.00,14686.40,38.30,139.85,-29387.08,
3913.00,14729.50,38.31,140.29,-29428.19,
3915.00,14773.00,38.33,140.74,-29469.58,
3914.00,14808.70,38.34,141.10,-29503.47,
3916.00,14841.70,38.35,141.44,-29534.73,
3915.00,14880.20,38.36,141.83,-29571.14,
3919.00,14909.70,38.38,142.13,-29599.00,
3917.00,14941.90,38.39,142.46,-29629.34,
3918.00,14977.60,38.40,142.83,-29662.92,
3919.00,15015.00,38.41,143.21,-29698.04,
3919.00,15050.30,38.42,143.57,-29731.10,
3920.00,15081.30,38.43,143.89,-29760.11,
3920.00,15123.30,38.44,144.32,-29799.30,
3923922.00,15156.30,38.45,144.66,-29830.06,
3922.00,15199.50,38.46,145.10,-29870.21,
3923.00,15238.60,38.48,145.50,-29906.49,
3924.00,15278.30,38.49,145.90,-29943.23,
3925.00,15310.70,38.50,146.23,-29973.17,
3925.00,15355.60,38.51,146.69,-30014.58,
3926.00,15387.90,38.52,147.02,-30044.30,
3926.00,15420.00,38.53,147.35,-30073.78,
3926.00,15472.00,38.55,147.88,-30121.45,
3929.00,15515.80,38.56,148.33,-30161.50,
3928.00,15559.90,38.57,148.78,-30201.74,
3929.00,15598.10,38.59,149.17,-30236.50,
3930.00,15643.20,38.60,149.64,-30277.46,
3928.00,15682.20,38.61,150.03,-30312.82,
3929.00,15726.00,38.62,150.48,-30352.43,
3931.00,15762.90,38.63,150.86,-30385.73,
3932.00,15776.30,38.65,151.00,-30397.81,
3931.00,15796.20,38.66,151.20,-30415.73,
3934.00,15812.50,38.67,151.37,-30430.39,
3934.00,15836.90,38.68,151.62,-30452.32,
3935.00,15871.20,38.69,151.97,-30483.11,
3937.00,15912.10,38.70,152.39,-30519.74,
3940.00,15946.70,38.71,152.74,-30550.68,
3940.00,15972.40,38.72,153.00,-30573.62,
3943943.00,16002.10,38.73,153.31,-30600.09,
3885.00,16029.90,38.74,153.59,-30624.84,
3889.00,16064.00,38.75,153.94,-30655.15,
3901.00,16103.80,38.76,154.35,-30690.45,
3921.00,16129.50,38.77,154.61,-30713.22,
3942.00,16155.50,38.78,154.88,-30736.21,
3939.00,16152.80,38.79,154.85,-30733.82,
3948.00,16162.80,38.79,154.95,-30742.66,
3954.00,16166.80,38.80,154.99,-30746.19,
3956.00,16193.80,38.81,155.27,-30770.04,
3958.00,16221.40,38.81,155.55,-30794.36,
3959.00,16266.10,38.82,156.01,-30833.69,
3961.00,16301.30,38.83,156.37,-30864.60,
3961.00,16333.80,38.84,156.70,-30893.11,
3962.00,16370.80,38.85,157.08,-30925.49,
3961.00,16401.40,38.86,157.39,-30952.23,
3963.00,16435.00,38.87,157.73,-30981.54,
3966.00,16463.80,38.88,158.03,-31006.62,
3966.00,16501.00,38.88,158.41,-31038.98,
3966.00,16541.60,38.90,158.82,-31074.23,
3965.00,16572.50,38.90,159.14,-31100.99,
3967.00,16608.40,38.91,159.51,-31132.05,
3964.00,16638.10,38.92,159.81,-31157.70,
3968.00,16661.10,38.93,160.05,-31177.54,
3963973.00,16695.80,38.94,160.40,-31207.44,
3970.00,16734.40,38.95,160.80,-31240.62,
3972.00,16769.70,38.96,161.16,-31270.92,
3972.00,16801.30,38.96,161.48,-31298.01,
3973.00,16841.60,38.98,161.89,-31332.48,
3971.00,16878.20,38.99,162.27,-31363.73,
3975.00,16914.50,39.00,162.64,-31394.66,
3974.00,16955.00,39.01,163.05,-31429.12,
3979.00,16974.90,39.02,163.26,-31446.04,
3982.00,17013.10,39.04,163.65,-31478.44,
3978.00,17046.60,39.05,163.99,-31506.82,
3978.00,17086.20,39.06,164.39,-31540.30,
3980.00,17119.90,39.07,164.74,-31568.74,
3980.00,17148.40,39.09,165.03,-31592.76,
3981.00,17174.50,39.10,165.30,-31614.73,
3983.00,17191.80,39.11,165.47,-31629.28,
3982.00,17194.30,39.12,165.50,-31631.37,
4018.00,17185.80,39.12,165.41,-31624.23,
4417.00,17186.80,39.13,165.42,-31625.07,
4856.00,17187.60,39.14,165.43,-31625.75,
5527.00,17188.40,39.14,165.44,-31626.41,
5961.00,17209.70,39.14,165.66,-31644.32,
6065.00,17243.70,39.15,166.01,-31672.84,
6062.00,17285.90,39.16,166.44,-31708.19,
6076078.00,17325.50,39.17,166.84,-31741.30,
6078.00,17365.10,39.17,167.25,-31774.34,
6079.00,17398.10,39.19,167.58,-31801.83,
6081.00,17439.60,39.19,168.01,-31836.35,
6081.00,17475.10,39.21,168.37,-31865.81,
6081.00,17514.40,39.21,168.77,-31898.38,
6080.00,17547.80,39.22,169.12,-31926.01,
6081.00,17595.40,39.23,169.60,-31965.32,
6085.00,17630.40,39.24,169.96,-31994.16,
6087.00,17671.10,39.25,170.38,-32027.66,
6081.00,17711.20,39.26,170.79,-32060.58,
6079.00,17753.50,39.27,171.22,-32095.25,
6081.00,17792.80,39.28,171.62,-32127.41,
6080.00,17836.20,39.29,172.07,-32162.85,
6085.00,17875.80,39.30,172.47,-32195.13,
6087.00,17912.20,39.32,172.84,-32224.75,
6085.00,17949.90,39.33,173.23,-32255.37,
6085.00,17995.10,39.34,173.69,-32292.02,
6088.00,18020.60,39.35,173.95,-32312.66,
6090.00,18058.20,39.36,174.34,-32343.06,
6089.00,18103.60,39.37,174.80,-32379.69,
6087.00,18131.70,39.38,175.09,-32402.33,
6090.00,18174.10,39.40,175.52,-32436.42,
6092.00,18212.90,39.41,175.92,-32467.58,
6096097.00,18241.00,39.42,176.21,-32490.10,
6097.00,18280.80,39.43,176.61,-32521.96,
6099.00,18317.70,39.44,176.99,-32551.45,
6102.00,18360.60,39.46,177.43,-32585.66,
6102.00,18402.90,39.47,177.86,-32619.35,
6102.00,18436.50,39.48,178.20,-32646.05,
6104.00,18470.00,39.49,178.55,-32672.64,
6103.00,18505.20,39.50,178.91,-32700.53,
6102.00,18543.10,39.51,179.30,-32730.51,
6103.00,18583.00,39.53,179.70,-32762.02,
6109.00,18622.60,39.54,180.11,-32793.25,
6108.00,18638.20,39.55,180.27,-32805.53,
6112.00,18642.30,39.55,180.31,-32808.77,
6115.00,18665.80,39.56,180.55,-32827.25,
6111.00,18695.70,39.57,180.86,-32850.76,
6114.00,18736.10,39.58,181.27,-32882.45,
6113.00,18772.20,39.59,181.64,-32910.73,
6116.00,18795.60,39.60,181.88,-32929.03,
6119.00,18815.80,39.61,182.08,-32944.82,
6119.00,18846.00,39.63,182.39,-32968.40,
6119.00,18880.90,39.64,182.75,-32995.60,
6119.00,18925.00,39.65,183.20,-33029.93,
6122.00,18961.00,39.66,183.57,-33057.91,
6124.00,18986.50,39.67,183.83,-33077.69,
6126126.00,19029.80,39.68,184.27,-33111.25,
6126.00,19067.90,39.69,184.66,-33140.71,
6127.00,19098.60,39.70,184.98,-33164.43,
6128.00,19139.40,39.71,185.39,-33195.89,
6130.00,19166.20,39.72,185.67,-33216.53,
6131.00,19193.70,39.73,185.95,-33237.69,
6132.00,19226.90,39.74,186.29,-33263.20,
6135.00,19256.30,39.75,186.59,-33285.75,
6131.00,19283.30,39.76,186.87,-33306.44,
6132.00,19328.90,39.78,187.33,-33341.33,
6135.00,19363.00,39.78,187.68,-33367.38,
6134.00,19396.20,39.79,188.02,-33392.70,
6137.00,19426.60,39.80,188.33,-33415.86,
6136.00,19460.50,39.82,188.68,-33441.65,
6134.00,19495.00,39.82,189.03,-33467.86,
6140.00,19516.90,39.84,189.26,-33484.48,
6138.00,19509.60,39.84,189.18,-33478.94,
6139.00,19501.60,39.85,189.10,-33472.87,
6144.00,19507.20,39.86,189.16,-33477.12,
6146139.00,19506.10,39.86,189.14,-33476.29,
6143.00,19507.30,39.87,189.16,-33477.20,
6142.00,19507.10,39.87,189.15,-33477.04,
6141.00,19509.70,39.87,189.18,-33479.01,
6145.00,19521.00,39.88,189.30,-33487.58,
6146.00,19551.70,39.89,189.61,-33510.86,
6146.00,19594.00,39.89,190.04,-33542.86,
6145.00,19629.50,39.90,190.41,-33569.68,
6146.00,19663.50,39.91,190.75,-33595.33,
6147.00,19697.20,39.92,191.10,-33620.71,
6147.00,19728.10,39.93,191.42,-33643.97,
6147.00,19752.10,39.93,191.66,-33662.00,
6150.00,19780.00,39.94,191.95,-33682.94,
6152.00,19812.40,39.95,192.28,-33707.24,
6154.00,19839.60,39.96,192.56,-33727.60,
6157.00,19874.00,39.97,192.91,-33753.34,
6153.00,19916.00,39.98,193.34,-33784.70,
6151.00,19941.60,39.99,193.60,-33803.79,
6148.00,19972.10,40.00,193.91,-33826.51,
6149.00,19996.70,40.01,194.16,-33844.81,
6150.00,20022.00,40.01,194.42,-33863.62,
6152.00,20055.30,40.02,194.76,-33888.34,
6155.00,20084.70,40.03,195.06,-33910.14,
6156.00,20112.70,40.04,195.35,-33930.87,
6156154.00,20136.00,40.05,195.59,-33948.11,
6159.00,20163.10,40.06,195.86,-33968.15,
6157.00,20190.00,40.07,196.14,-33988.01,
6155.00,20215.20,40.07,196.40,-34006.59,
6157.00,20243.00,40.08,196.68,-34027.07,
6157.00,20279.60,40.09,197.06,-34054.01,
6157.00,20310.20,40.10,197.37,-34076.50,
6160.00,20340.20,40.11,197.68,-34098.51,
6162.00,20370.90,40.11,197.99,-34121.01,
6160.00,20401.60,40.13,198.30,-34143.49,
6161.00,20432.00,40.13,198.61,-34165.73,
6160.00,20460.30,40.14,198.90,-34186.40,
6165.00,20495.60,40.16,199.27,-34212.14,
6166.00,20526.50,40.17,199.58,-34234.66,
6165.00,20557.20,40.18,199.90,-34256.98,
6167.00,20594.30,40.19,200.27,-34283.96,
6169.00,20623.10,40.19,200.57,-34304.86,
6166.00,20656.60,40.21,200.91,-34329.14,
6167.00,20692.30,40.22,201.28,-34354.98,
6169.00,20718.30,40.23,201.54,-34373.78,
6169.00,20755.20,40.24,201.92,-34400.43,
6169.00,20782.80,40.25,202.20,-34420.33,
6171.00,20813.10,40.26,202.51,-34442.16,
6171.00,20848.50,40.27,202.87,-34467.63,
6176172.00,20865.50,40.28,203.05,-34479.85,
6176.00,20887.80,40.29,203.28,-34495.87,
6178.00,20928.60,40.30,203.69,-34525.12,
6176.00,20959.30,40.31,204.01,-34547.12,
6176.00,20987.10,40.32,204.29,-34567.01,
6179.00,21018.50,40.33,204.61,-34589.45,
6177.00,21057.40,40.34,205.01,-34617.22,
6178.00,21088.90,40.35,205.33,-34639.67,
6179.00,21126.50,40.36,205.72,-34666.43,
6181.00,21155.50,40.37,206.01,-34687.05,
6179.00,21191.80,40.38,206.39,-34712.82,
6183.00,21230.10,40.39,206.78,-34739.98,
6183.00,21264.90,40.40,207.13,-34764.62,
6182.00,21297.40,40.41,207.47,-34787.60,
6186.00,21335.50,40.42,207.86,-34814.51,
6186.00,21375.70,40.43,208.27,-34842.86,
6188.00,21397.20,40.44,208.49,-34858.00,
6184.00,21444.40,40.46,208.97,-34891.21,
6185.00,21476.00,40.47,209.29,-34913.39,
6189.00,21512.60,40.48,209.67,-34939.06,
6187.00,21549.90,40.49,210.05,-34965.20,
6188.00,21579.80,40.50,210.35,-34986.11,
6191.00,21616.20,40.51,210.73,-35011.55,
6191.00,21650.30,40.52,211.08,-35035.33,
6196193.00,21695.30,40.54,211.54,-35066.69,
6194.00,21724.00,40.55,211.83,-35086.66,
6196.00,21760.10,40.56,212.20,-35111.75,
6196.00,21802.20,40.57,212.63,-35140.96,
6199.00,21829.80,40.58,212.91,-35160.08,
6198.00,21862.10,40.59,213.24,-35182.44,
6200.00,21903.80,40.60,213.67,-35211.29,
6200.00,21937.80,40.62,214.02,-35234.76,
6204.00,21971.80,40.63,214.36,-35258.19,
6207.00,22003.30,40.64,214.69,-35279.89,
6202.00,22030.00,40.65,214.96,-35298.26,
6205.00,22037.20,40.66,215.03,-35303.21,
6205.00,22050.90,40.67,215.17,-35312.62,
6207.00,22085.40,40.67,215.53,-35336.32,
6211.00,22123.30,40.68,215.91,-35362.31,
6209.00,22142.30,40.70,216.11,-35375.32,
6212.00,22149.00,40.71,216.18,-35379.90,
6211.00,22173.60,40.71,216.43,-35396.74,
6210.00,22217.20,40.72,216.87,-35426.53,
6212.00,22262.70,40.74,217.34,-35457.58,
6215.00,22302.80,40.75,217.75,-35484.91,
6215.00,22328.50,40.75,218.01,-35502.39,
6219.00,22359.60,40.77,218.33,-35523.53,
621.00,22367.60,40.77,218.41,-35528.95,
61976208.00,22367.20,40.78,218.41,-35528.69,
6219.00,22393.10,40.79,218.67,-35546.27,
6223.00,22423.20,40.80,218.98,-35566.68,
6219.00,22451.40,40.80,219.27,-35585.79,
6219.00,22477.60,40.81,219.54,-35603.51,
6221.00,22509.20,40.82,219.86,-35624.89,
6222.00,22549.10,40.83,220.27,-35651.83,
6227.00,22582.20,40.84,220.61,-35674.15,
6223.00,22608.20,40.85,220.87,-35691.67,
6226.00,22629.20,40.86,221.09,-35705.80,
6227.00,22653.40,40.86,221.33,-35722.08,
62306228.00,22677.30,40.87,221.58,-35738.14,
6231.00,22701.40,40.88,221.83,-35754.31,
6230.00,22724.00,40.89,222.06,-35769.47,
6231.00,22742.60,40.90,222.25,-35781.94,
6231.00,22772.20,40.91,222.55,-35801.77,
6233.00,22802.50,40.91,222.86,-35822.04,
6233.00,22828.10,40.92,223.12,-35839.15,
6233.00,22858.70,40.93,223.43,-35859.58,
6236.00,22887.40,40.94,223.73,-35878.73,
6237.00,22912.80,40.95,223.99,-35895.65,
6241.00,22945.60,40.96,224.32,-35917.48,
62376240.00,22974.60,40.97,224.62,-35936.77,
6241.00,23005.00,40.98,224.93,-35956.96,
6240.00,23036.80,40.98,225.26,-35978.07,
6243.00,23063.00,41.00,225.52,-35995.43,
6242.00,23087.50,41.00,225.77,-36011.65,
6241.00,23124.50,41.01,226.15,-36036.14,
6245.00,23157.20,41.02,226.49,-36057.74,
6246.00,23195.00,41.04,226.87,-36082.68,
6247.00,23221.40,41.04,227.14,-36100.08,
6246.00,23256.10,41.05,227.50,-36122.94,
6249.00,23281.80,41.06,227.76,-36139.84,
6247.00,23319.30,41.07,228.15,-36164.48,
6248.00,23344.70,41.07,228.41,-36181.16,
6249.00,23378.60,41.09,228.75,-36203.37,
6247.00,23411.50,41.11,229.09,-36224.93,
6251.00,23431.20,41.11,229.29,-36237.82,
6254.00,23461.90,41.13,229.60,-36257.89,
6255.00,23508.40,41.14,230.08,-36288.25,
6252.00,23532.00,41.15,230.32,-36303.64,
6257.00,23546.00,41.15,230.46,-36312.76,
6260.00,23551.60,41.17,230.52,-36316.40,
6256.00,23577.00,41.17,230.78,-36332.95,
6259.00,23592.30,41.18,230.94,-36342.91,
6262.00,23592.80,41.19,230.94,-36343.23,
6262.00,23615.90,41.19,231.18,-36358.24,
6266262.00,23648.50,41.20,231.51,-36379.42,
6264.00,23684.80,41.21,231.88,-36402.98,
6268.00,23717.00,41.22,232.21,-36423.84,
6266.00,23745.50,41.23,232.50,-36442.29,
6264.00,23774.80,41.24,232.80,-36461.24,
6264.00,23797.80,41.25,233.04,-36476.10,
6265.00,23823.10,41.25,233.30,-36492.44,
6265.00,23848.10,41.26,233.55,-36508.57,
6266.00,23865.00,41.27,233.73,-36519.47,
6271.00,23871.50,41.28,233.79,-36523.65,
6267.00,23859.00,41.28,233.67,-36515.60,
6267.00,23862.90,41.29,233.71,-36518.12,
6269.00,23859.20,41.29,233.67,-36515.73,
6268.00,23865.90,41.30,233.74,-36520.05,
6272.00,23875.40,41.30,233.83,-36526.17,
6269.00,23897.40,41.31,234.06,-36540.33,
6271.00,23908.80,41.31,234.17,-36547.67,
6270.00,23926.50,41.31,234.36,-36559.06,
6270.00,23944.90,41.32,234.54,-36570.89,
6272.00,23963.90,41.32,234.74,-36583.09,
6272.00,23986.00,41.33,234.96,-36597.29,
6273.00,24007.50,41.34,235.18,-36611.08,
6275.00,24030.60,41.34,235.42,-36625.89,
6273.00,24056.70,41.35,235.69,-36642.61,
6276276.00,24080.50,41.35,235.93,-36657.85,
6277.00,24103.10,41.36,236.16,-36672.30,
6275.00,24121.00,41.36,236.35,-36683.74,
6274.00,24141.40,41.37,236.55,-36696.76,
6272.00,24165.00,41.37,236.80,-36711.83,
6274.00,24198.50,41.38,237.14,-36733.19,
6276.00,24220.50,41.39,237.36,-36747.20,
6276.00,24245.40,41.40,237.62,-36763.05,
6275.00,24275.90,41.41,237.93,-36782.45,
6277.00,24306.50,41.41,238.24,-36801.90,
6275.00,24331.30,41.42,238.50,-36817.63,
6279.00,24358.20,41.43,238.77,-36834.69,
6277.00,24386.70,41.44,239.06,-36852.75,
6282.00,24411.60,41.45,239.32,-36868.50,
6281.00,24445.90,41.45,239.67,-36890.19,
6281.00,24470.00,41.46,239.91,-36905.42,
6283.00,24496.40,41.47,240.18,-36922.08,
6282.00,24522.10,41.48,240.45,-36938.30,
6280.00,24549.80,41.48,240.73,-36955.75,
6282.00,24577.10,41.49,241.01,-36972.94,
6283.00,24606.60,41.50,241.31,-36991.50,
6279.00,24629.70,41.51,241.55,-37006.02,
6285.00,24655.80,41.52,241.81,-37022.41,
6285.00,24690.20,41.53,242.17,-37043.98,
6286283.00,24704.30,41.53,242.31,-37052.82,
6289.00,24721.30,41.54,242.48,-37063.47,
6283.00,24753.00,41.55,242.81,-37083.31,
6287.00,24790.30,41.56,243.19,-37106.64,
6290.00,24815.80,41.57,243.45,-37122.57,
6285.00,24846.10,41.58,243.76,-37141.48,
6286.00,24883.80,41.59,244.15,-37164.98,
6288.00,24908.60,41.60,244.40,-37180.43,
6286.00,24941.40,41.61,244.74,-37200.84,
6292.00,24973.50,41.62,245.06,-37220.79,
6291.00,25006.50,41.63,245.40,-37241.27,
6287.00,25038.30,41.64,245.73,-37261.00,
6292.00,25063.50,41.65,245.98,-37276.61,
6291.00,25088.60,41.66,246.24,-37292.14,
6293.00,25120.50,41.66,246.57,-37311.88,
6293.00,25144.30,41.68,246.81,-37326.59,
6296.00,25172.60,41.69,247.10,-37344.07,
6292.00,25205.20,41.69,247.43,-37364.18,
6292.00,25224.20,41.70,247.63,-37375.89,
6293.00,25253.30,41.71,247.93,-37393.82,
6296.00,25284.90,41.72,248.25,-37413.25,
6295.00,25300.10,41.73,248.40,-37422.60,
6299.00,25326.70,41.74,248.68,-37438.95,
6297.00,25352.80,41.75,248.94,-37454.97,
6296298.00,25382.50,41.75,249.25,-37473.19,
6301.00,25415.90,41.77,249.59,-37493.65,
6299.00,25448.00,41.78,249.92,-37513.30,
6300.00,25483.00,41.79,250.28,-37534.70,
6302.00,25508.40,41.80,250.54,-37550.22,
6300.00,25538.40,41.80,250.84,-37568.53,
6301.00,25562.40,41.81,251.09,-37583.16,
6302.00,25587.10,41.82,251.34,-37598.21,
6303.00,25612.50,41.83,251.60,-37613.68,
6301.00,25648.00,41.84,251.96,-37635.27,
6302.00,25648.80,41.85,251.97,-37635.76,
6307.00,25646.10,41.85,251.94,-37634.12,
6306.00,25647.10,41.86,251.95,-37634.73,
6304.00,25660.20,41.86,252.09,-37642.69,
6305.00,25686.90,41.87,252.36,-37658.92,
6308.00,25728.20,41.88,252.78,-37683.98,
6304.00,25759.80,41.89,253.11,-37703.13,
6308.00,25788.10,41.90,253.40,-37720.25,
6309.00,25811.40,41.90,253.63,-37734.35,
6311.00,25838.00,41.91,253.91,-37750.43,
6309.00,25868.60,41.92,254.22,-37768.92,
6314.00,25901.40,41.93,254.55,-37788.71,
6312.00,25928.50,41.94,254.83,-37805.05,
6316310.00,25931.40,41.94,254.86,-37806.80,
6312.00,25949.80,41.95,255.05,-37817.89,
6318.00,25981.50,41.96,255.37,-37836.96,
6314.00,26005.60,41.97,255.62,-37851.45,
