cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
0.13,3.79,954.60,26.79,-0.60,499.87
0.13,3.79,954.50,26.79,-0.60,500.74
0.08,3.79,954.40,26.79,-0.60,501.62
0.11,3.79,954.60,26.79,-0.60,499.87
0.11,3.79,954.80,26.79,-0.60,498.12
0.15,3.79,954.60,26.79,-0.60,499.87
0.13,3.79,954.50,26.79,-0.60,500.74
0.11,3.79,954.50,26.79,-0.60,500.74
0.13,3.79,954.60,26.79,-0.60,499.87
0.08,3.79,954.70,26.79,-0.60,499.00
0.11,3.79,955.10,26.79,-0.59,495.50
0.11,3.79,954.50,26.79,-0.60,500.74
0.11,3.78,954.70,26.79,-0.60,499.00
0.11,3.79,954.30,26.79,-0.60,502.49
0.08,3.79,954.50,26.79,-0.60,500.74
0.11,3.79,954.50,26.78,-0.60,500.74
0.15,3.79,954.70,26.79,-0.60,499.00
0.11,3.79,954.90,26.78,-0.59,497.25
0.13,3.79,954.60,26.78,-0.60,499.87
0.11,3.79,954.60,26.77,-0.60,499.87
0.11,3.79,954.50,26.77,-0.60,500.74
0.13,3.79,954.80,26.77,-0.60,498.12
0.11,3.79,954.50,26.76,-0.60,500.74
0.11,3.79,955.20,26.76,-0.59,494.63
0.11,3.79,955.00,26.76,-0.59,496.38
0.08,3.79,954.40,26.75,-0.60,501.62
0.13,3.79,955.20,26.74,-0.59,494.63
0.11,3.79,955.30,26.74,-0.59,493.76
0.13,3.79,955.00,26.74,-0.59,496.38
0.15,3.79,954.70,26.73,-0.60,499.00
0.06,3.79,955.20,26.73,-0.59,494.63
0.08,3.79,955.00,26.73,-0.59,496.38
0.11,3.79,954.90,26.73,-0.59,497.25
0.13,3.79,954.50,26.73,-0.60,500.74
0.13,3.79,954.80,26.72,-0.60,498.12
0.06,3.78,955.00,26.72,-0.59,496.38
0.13,3.78,955.00,26.72,-0.59,496.38
0.13,3.79,954.80,26.71,-0.60,498.12
0.13,3.79,955.00,26.71,-0.59,496.38
0.11,3.79,955.10,26.71,-0.59,495.50
0.13,3.78,954.90,26.70,-0.59,497.25
0.11,3.79,954.80,26.70,-0.60,498.12
0.13,3.79,955.10,26.70,-0.59,495.50
0.06,3.79,954.40,26.69,-0.60,501.62
0.11,3.79,954.60,26.69,-0.60,499.87
0.13,3.79,954.90,26.68,-0.59,497.25
0.08,3.79,954.50,26.68,-0.60,500.74
0.13,3.79,954.70,26.67,-0.60,499.00
0.06,3.79,954.70,26.67,-0.60,499.00
0.13,3.78,954.90,26.66,-0.59,497.25
0.11,3.79,954.50,26.66,-0.60,500.74
0.13,3.79,954.80,26.65,-0.60,498.12
0.13,3.79,954.80,26.65,-0.60,498.12
0.11,3.79,954.80,26.65,-0.60,498.12
0.08,3.79,955.00,26.64,-0.59,496.38
0.13,3.78,954.60,26.63,-0.60,499.87
0.13,5.24,955.00,26.63,-0.59,496.38
0.13,5.34,955.10,26.62,-0.59,495.50
0.11,5.21,954.70,26.62,-0.60,499.00
0.11,5.24,954.80,26.61,-0.60,498.12
0.08,5.21,955.00,26.60,-0.59,496.38
0.13,5.22,954.80,26.60,-0.60,498.12
0.13,5.26,954.80,26.60,-0.60,498.12
0.13,5.22,954.60,26.59,-0.60,499.87
0.15,5.24,955.50,26.59,-0.59,492.01
0.08,5.27,954.50,26.58,-0.60,500.74
0.11,5.26,955.30,26.58,-0.59,493.76
0.13,5.24,954.80,26.57,-0.60,498.12
0.11,5.25,954.60,26.57,-0.60,499.87
0.11,5.22,954.70,26.57,-0.60,499.00
0.13,5.21,954.40,26.57,-0.60,501.62
0.11,3.67,954.30,26.57,-0.60,502.49
0.06,3.26,954.90,26.56,-0.59,497.25
0.11,3.16,954.20,26.56,-0.60,503.36
0.11,3.19,954.60,26.56,-0.60,499.87
0.06,3.15,955.10,26.56,-0.59,495.50
0.06,3.26,954.80,26.55,-0.60,498.12
0.11,3.17,954.30,26.55,-0.60,502.49
0.15,3.12,954.60,26.55,-0.60,499.87
0.11,3.14,954.90,26.55,-0.59,497.25
0.11,3.08,954.40,26.55,-0.60,501.62
0.13,3.02,954.80,26.54,-0.60,498.12
0.13,3.12,954.60,26.54,-0.60,499.87
0.06,3.00,954.80,26.54,-0.60,498.12
0.08,2.86,954.30,26.54,-0.60,502.49
0.13,2.95,954.80,26.54,-0.60,498.12
0.13,2.95,954.90,26.54,-0.59,497.25
0.13,2.95,954.60,26.54,-0.60,499.87
0.13,2.92,954.80,26.53,-0.60,498.12
0.13,2.97,954.70,26.53,-0.60,499.00
0.11,3.02,954.50,26.54,-0.60,500.74
0.11,2.96,954.70,26.54,-0.60,499.00
0.08,3.04,954.80,26.54,-0.60,498.12
0.06,3.65,954.40,26.54,-0.60,501.62
0.13,3.50,954.90,26.54,-0.59,497.25
0.11,3.07,954.70,26.54,-0.60,499.00
0.11,2.95,954.50,26.54,-0.60,500.74
0.15,2.38,954.00,26.55,-0.60,505.11
0.06,0.49,954.90,26.54,-0.59,497.25
0.13,-0.74,954.30,26.54,-0.60,502.49
0.08,-1.20,954.00,26.53,-0.60,505.11
0.11,2.34,953.80,26.54,-0.61,506.86
0.04,4.17,954.10,26.54,-0.60,504.24
0.06,4.86,954.00,26.53,-0.60,505.11
0.11,5.34,954.20,26.53,-0.60,503.36
0.13,5.65,954.40,26.53,-0.60,501.62
0.13,5.85,954.40,26.53,-0.60,501.62
0.04,6.02,954.40,26.52,-0.60,501.62
0.08,6.15,954.50,26.53,-0.60,500.74
0.04,6.23,954.30,26.53,-0.60,502.49
0.06,6.30,954.40,26.52,-0.60,501.62
0.11,6.36,954.20,26.52,-0.60,503.36
0.08,6.41,954.70,26.52,-0.60,499.00
0.08,6.44,954.50,26.51,-0.60,500.74
0.08,6.47,954.50,26.51,-0.60,500.74
0.08,6.50,954.00,26.51,-0.60,505.11
0.13,6.52,954.50,26.50,-0.60,500.74
0.08,6.53,954.10,26.50,-0.60,504.24
0.08,6.55,954.20,26.49,-0.60,503.36
0.11,6.57,954.20,26.49,-0.60,503.36
0.06,6.58,954.60,26.49,-0.60,499.87
0.08,6.59,954.50,26.48,-0.60,500.74
0.06,6.60,954.60,26.48,-0.60,499.87
0.11,6.60,954.70,26.47,-0.60,499.00
0.11,6.61,954.40,26.47,-0.60,501.62
0.08,6.62,954.90,26.46,-0.59,497.25
0.08,6.63,954.80,26.46,-0.60,498.12
0.13,6.63,954.60,26.45,-0.60,499.87
0.08,6.63,954.50,26.45,-0.60,500.74
0.11,6.64,954.50,26.44,-0.60,500.74
0.11,6.64,954.30,26.44,-0.60,502.49
0.11,6.65,954.70,26.44,-0.60,499.00
0.06,6.65,954.70,26.43,-0.60,499.00
0.06,6.66,954.60,26.43,-0.60,499.87
0.13,6.66,954.40,26.42,-0.60,501.62
0.15,6.66,955.10,26.42,-0.59,495.50
0.08,6.66,954.90,26.42,-0.59,497.25
0.08,6.67,954.60,26.41,-0.60,499.87
0.08,6.67,954.80,26.41,-0.60,498.12
0.13,6.67,954.70,26.41,-0.60,499.00
0.13,6.67,954.30,26.41,-0.60,502.49
0.06,6.67,954.20,26.41,-0.60,503.36
0.11,6.67,954.30,26.41,-0.60,502.49
0.11,6.68,954.40,26.41,-0.60,501.62
0.08,6.68,954.40,26.41,-0.60,501.62
0.06,6.68,954.80,26.40,-0.60,498.12
0.06,6.68,954.60,26.40,-0.60,499.87
0.11,6.68,954.60,26.40,-0.60,499.87
0.13,6.68,954.40,26.41,-0.60,501.62
0.08,6.68,954.70,26.41,-0.60,499.00
0.08,6.68,954.20,26.41,-0.60,503.36
0.13,6.68,954.30,26.40,-0.60,502.49
0.11,6.69,954.40,26.41,-0.60,501.62
0.11,6.68,954.70,26.41,-0.60,499.00
0.08,6.67,954.20,26.41,-0.60,503.36
0.08,6.59,954.30,26.41,-0.60,502.49
0.11,6.61,954.20,26.42,-0.60,503.36
0.06,6.61,954.40,26.42,-0.60,501.62
0.11,6.68,954.40,26.42,-0.60,501.62
0.08,6.70,955.10,26.41,-0.59,495.50
0.08,6.42,954.60,26.42,-0.60,499.87
0.13,5.80,954.60,26.42,-0.60,499.87
0.11,5.92,954.30,26.42,-0.60,502.49
0.13,5.97,955.00,26.42,-0.59,496.38
0.08,6.00,954.60,26.42,-0.60,499.87
0.08,6.02,954.70,26.43,-0.60,499.00
0.11,6.05,954.60,26.43,-0.60,499.87
0.06,6.05,954.50,26.42,-0.60,500.74
0.04,6.07,954.60,26.42,-0.60,499.87
0.06,6.09,954.60,26.42,-0.60,499.87
0.08,6.13,954.40,26.42,-0.60,501.62
0.08,6.15,954.60,26.42,-0.60,499.87
0.04,6.01,954.80,26.42,-0.60,498.12
0.06,6.07,954.30,26.42,-0.60,502.49
0.15,6.18,954.60,26.42,-0.60,499.87
0.08,6.15,954.60,26.43,-0.60,499.87
0.08,6.26,954.00,26.43,-0.60,505.11
0.11,6.10,954.60,26.43,-0.60,499.87
0.11,6.09,954.40,26.43,-0.60,501.62
0.08,6.12,954.60,26.44,-0.60,499.87
0.11,6.01,954.50,26.44,-0.60,500.74
0.08,6.02,954.30,26.45,-0.60,502.49
0.11,6.10,954.50,26.45,-0.60,500.74
0.11,6.07,954.50,26.46,-0.60,500.74
0.08,6.06,954.50,26.46,-0.60,500.74
0.08,6.18,954.60,26.47,-0.60,499.87
0.13,6.26,954.70,26.47,-0.60,499.00
0.13,6.18,954.40,26.48,-0.60,501.62
0.11,6.13,954.80,26.49,-0.60,498.12
0.11,6.19,954.40,26.49,-0.60,501.62
0.13,8.00,954.50,26.50,-0.60,500.74
0.04,6.22,954.10,26.51,-0.60,504.24
0.11,7.36,954.30,26.52,-0.60,502.49
0.08,7.91,954.20,26.52,-0.60,503.36
0.08,8.61,953.90,26.52,-0.60,505.98
0.08,8.90,954.40,26.53,-0.60,501.62
0.08,9.07,954.70,26.53,-0.60,499.00
0.08,9.19,954.30,26.54,-0.60,502.49
0.13,9.27,954.50,26.54,-0.60,500.74
0.11,9.33,954.50,26.55,-0.60,500.74
0.06,9.38,954.40,26.55,-0.60,501.62
0.13,9.42,954.30,26.56,-0.60,502.49
0.08,9.45,954.50,26.56,-0.60,500.74
0.11,9.48,954.10,26.56,-0.60,504.24
0.11,9.50,954.50,26.56,-0.60,500.74
0.08,9.52,954.70,26.57,-0.60,499.00
0.13,9.52,954.40,26.57,-0.60,501.62
0.11,9.53,954.40,26.57,-0.60,501.62
0.11,9.54,954.30,26.57,-0.60,502.49
0.08,9.55,954.40,26.57,-0.60,501.62
0.15,9.57,954.70,26.57,-0.60,499.00
0.06,9.58,954.50,26.57,-0.60,500.74
0.13,9.58,954.10,26.57,-0.60,504.24
0.11,9.59,954.80,26.57,-0.60,498.12
0.13,9.59,954.20,26.57,-0.60,503.36
0.13,9.59,954.70,26.57,-0.60,499.00
0.06,9.59,954.40,26.57,-0.60,501.62
0.11,9.60,954.50,26.57,-0.60,500.74
0.06,9.60,954.30,26.57,-0.60,502.49
0.13,9.60,954.70,26.57,-0.60,499.00
0.11,9.60,954.30,26.57,-0.60,502.49
0.15,9.61,954.80,26.57,-0.60,498.12
0.13,9.61,954.40,26.57,-0.60,501.62
0.08,9.61,954.50,26.57,-0.60,500.74
0.06,9.61,954.40,26.57,-0.60,501.62
0.15,9.61,954.70,26.57,-0.60,499.00
0.13,9.61,954.50,26.57,-0.60,500.74
0.08,9.61,954.60,26.57,-0.60,499.87
0.13,9.61,954.50,26.57,-0.60,500.74
0.13,9.61,954.20,26.57,-0.60,503.36
0.06,9.61,954.60,26.57,-0.60,499.87
0.11,9.59,954.70,26.57,-0.60,499.00
0.08,9.58,954.70,26.58,-0.60,499.00
0.13,9.58,954.50,26.59,-0.60,500.74
0.08,9.56,954.50,26.59,-0.60,500.74
0.13,9.55,954.50,26.60,-0.60,500.74
0.08,9.54,954.70,26.60,-0.60,499.00
0.11,9.54,954.40,26.61,-0.60,501.62
0.13,9.54,954.70,26.61,-0.60,499.00
0.13,9.54,954.20,26.62,-0.60,503.36
0.13,9.54,954.60,26.63,-0.60,499.87
0.08,9.53,954.90,26.63,-0.59,497.25
0.13,9.52,954.40,26.64,-0.60,501.62
0.11,9.45,954.40,26.65,-0.60,501.62
0.13,9.47,954.30,26.65,-0.60,502.49
0.13,9.44,954.30,26.65,-0.60,502.49
0.08,9.48,954.60,26.66,-0.60,499.87
0.11,9.42,954.50,26.67,-0.60,500.74
0.08,9.49,954.70,26.68,-0.60,499.00
0.11,9.53,954.60,26.68,-0.60,499.87
0.13,9.53,954.20,26.68,-0.60,503.36
0.06,9.50,954.70,26.69,-0.60,499.00
0.11,9.69,954.10,26.70,-0.60,504.24
0.08,9.28,954.50,26.71,-0.60,500.74
0.11,9.51,954.30,26.71,-0.60,502.49
0.08,9.65,954.10,26.72,-0.60,504.24
0.08,9.56,954.10,26.72,-0.60,504.24
0.11,9.55,954.50,26.73,-0.60,500.74
0.08,9.47,954.30,26.74,-0.60,502.49
0.06,9.41,954.50,26.74,-0.60,500.74
0.08,9.16,954.30,26.75,-0.60,502.49
0.06,9.06,954.30,26.76,-0.60,502.49
0.11,8.70,954.60,26.76,-0.60,499.87
0.11,8.89,954.30,26.76,-0.60,502.49
0.08,8.57,954.40,26.77,-0.60,501.62
0.08,8.46,954.90,26.77,-0.59,497.25
0.11,8.41,954.30,26.77,-0.60,502.49
0.08,8.41,954.90,26.77,-0.59,497.25
0.08,8.23,954.80,26.78,-0.60,498.12
0.11,8.04,954.70,26.78,-0.60,499.00
0.11,7.97,954.30,26.78,-0.60,502.49
0.13,7.82,954.30,26.78,-0.60,502.49
0.11,7.73,954.60,26.79,-0.60,499.87
0.13,7.63,954.80,26.78,-0.60,498.12
0.04,7.81,954.40,26.78,-0.60,501.62
0.08,7.83,954.00,26.78,-0.60,505.11
0.06,7.70,954.30,26.78,-0.60,502.49
0.08,7.68,954.50,26.78,-0.60,500.74
0.11,7.57,954.40,26.78,-0.60,501.62
0.06,7.34,954.60,26.78,-0.60,499.87
0.06,6.87,954.20,26.78,-0.60,503.36
0.15,7.42,954.40,26.77,-0.60,501.62
0.13,7.41,954.40,26.77,-0.60,501.62
0.06,7.38,954.30,26.77,-0.60,502.49
0.08,7.30,954.70,26.77,-0.60,499.00
0.06,7.28,954.30,26.77,-0.60,502.49
0.06,7.28,954.30,26.76,-0.60,502.49
0.08,7.12,954.20,26.77,-0.60,503.36
0.11,6.34,954.40,26.77,-0.60,501.62
0.06,7.07,954.70,26.76,-0.60,499.00
0.06,7.12,954.40,26.76,-0.60,501.62
0.06,6.98,954.20,26.76,-0.60,503.36
0.06cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
0.15,7.09,954.10,26.76,-0.60,504.24
0.13,6.73,954.30,26.76,-0.60,502.49
0.13,5.17,954.40,26.76,-0.60,501.62
0.08,4.90,954.70,26.76,-0.60,499.00
0.15,5.02,954.70,26.76,-0.60,499.00
0.15,4.48,954.30,26.76,-0.60,502.49
0.08,7.20,954.00,26.76,-0.60,505.11
0.15,7.78,954.40,26.76,-0.60,501.62
0.15,7.59,954.00,26.75,-0.60,505.11
0.15,7.49,954.50,26.75,-0.60,500.74
0.15,7.57,954.40,26.75,-0.60,501.62
0.15,7.88,954.60,26.75,-0.60,499.87
0.15,8.10,954.30,26.75,-0.60,502.49
0.15,7.77,954.50,26.74,-0.60,500.74
0.13,7.57,954.40,26.74,-0.60,501.62
0.08,7.40,954.50,26.74,-0.60,500.74
0.13,7.17,954.40,26.74,-0.60,501.62
0.13,7.30,954.80,26.73,-0.60,498.12
0.08,7.07,954.20,26.73,-0.60,503.36
0.11,7.28,954.30,26.73,-0.60,502.49
0.13,7.13,954.00,26.72,-0.60,505.11
0.17,7.43,954.40,26.71,-0.60,501.62
0.15,6.16,953.90,26.70,-0.60,505.98
0.08,6.14,954.60,26.70,-0.60,499.87
0.19,5.98,954.30,26.70,-0.60,502.49
0.19,5.91,954.20,26.69,-0.60,503.36
0.13,5.78,954.60,26.69,-0.60,499.87
0.13,5.63,954.40,26.68,-0.60,501.62
0.15,4.80,954.30,26.68,-0.60,502.49
0.15,5.32,954.20,26.67,-0.60,503.36
0.08,5.02,953.70,26.68,-0.61,507.73
0.11,4.90,953.60,26.67,-0.61,508.61
0.17,6.14,954.00,26.67,-0.60,505.11
0.13,6.08,953.40,26.67,-0.61,510.35
0.15,6.26,953.60,26.67,-0.61,508.61
0.17,6.26,953.40,26.67,-0.61,510.35
0.19,7.28,953.60,26.67,-0.61,508.61
0.11,9.08,953.90,26.67,-0.60,505.98
0.11,8.66,953.70,26.66,-0.61,507.73
0.11,-0.28,953.80,26.66,-0.61,506.86
0.17,-0.52,953.40,26.66,-0.61,510.35
0.15,-0.52,953.40,26.66,-0.61,510.35
0.15,-0.52,953.70,26.65,-0.61,507.73
0.15,-0.53,953.90,26.65,-0.60,505.98
0.13,-0.53,953.70,26.65,-0.61,507.73
0.17,-0.53,953.70,26.65,-0.61,507.73
0.17,-0.53,953.80,26.64,-0.61,506.86
0.13,-0.53,953.40,26.64,-0.61,510.35
0.15,-0.53,953.00,26.64,-0.61,513.85
0.13,-0.53,953.70,26.64,-0.61,507.73
0.11,-0.53,952.70,26.64,-0.62,516.47
0.13,-0.52,952.90,26.64,-0.61,514.72
0.13,-0.53,952.60,26.63,-0.62,517.35
0.15,-0.52,952.70,26.63,-0.62,516.47
0.17,-0.53,953.10,26.62,-0.61,512.98
0.19,-0.53,953.00,26.63,-0.61,513.85
0.15,-0.52,952.90,26.63,-0.61,514.72
0.13,-0.53,952.90,26.63,-0.61,514.72
0.17,-0.53,952.90,26.63,-0.61,514.72
0.13,-0.52,953.10,26.63,-0.61,512.98
0.13,-0.53,952.70,26.63,-0.62,516.47
0.17,-0.53,953.10,26.63,-0.61,512.98
0.15,-0.53,952.90,26.63,-0.61,514.72
0.15,-0.53,953.20,26.62,-0.61,512.10
0.17,-0.53,953.00,26.62,-0.61,513.85
0.19,-0.53,952.40,26.62,-0.62,519.10
0.13,-0.53,952.80,26.63,-0.62,515.60
0.19,-0.53,952.60,26.62,-0.62,517.35
0.15,-0.53,952.30,26.63,-0.62,519.97
0.13,-0.53,952.40,26.62,-0.62,519.10
0.17,-0.53,952.80,26.63,-0.62,515.60
0.17,-0.53,952.90,26.62,-0.61,514.72
0.15,-0.53,952.60,26.62,-0.62,517.35
0.17,-0.53,952.60,26.63,-0.62,517.35
0.15,-0.53,952.70,26.62,-0.62,516.47
0.17,-0.54,952.80,26.63,-0.62,515.60
0.19,-0.53,952.60,26.63,-0.62,517.35
0.15,-0.53,952.60,26.63,-0.62,517.35
0.17,-0.53,952.50,26.64,-0.62,518.22
0.17,-0.53,952.90,26.65,-0.61,514.72
0.23,-0.53,952.80,26.66,-0.62,515.60
0.17,-0.53,952.60,26.68,-0.62,517.35
0.11,-0.53,952.40,26.69,-0.62,519.10
0.17,-0.53,952.80,26.70,-0.62,515.60
0.17,-0.54,952.70,26.72,-0.62,516.47
0.17,-0.53,953.00,26.73,-0.61,513.85
0.21,-0.53,952.90,26.75,-0.61,514.72
0.15,-0.53,952.70,26.76,-0.62,516.47
0.17,-0.53,952.80,26.77,-0.62,515.60
0.19,-0.53,952.80,26.78,-0.62,515.60
0.23,-0.53,952.80,26.79,-0.62,515.60
0.15,-0.53,952.70,26.80,-0.62,516.47
0.21,-0.53,952.70,26.82,-0.62,516.47
0.08,-0.53,952.90,26.83,-0.61,514.72
0.17,-0.53,952.90,26.85,-0.61,514.72
0.15,-0.54,952.80,26.86,-0.62,515.60
0.19,-0.53,952.60,26.88,-0.62,517.35
0.11,-0.53,953.30,26.90,-0.61,511.23
0.17,-0.53,953.50,26.92,-0.61,509.48
0.15,-0.53,952.90,26.94,-0.61,514.72
0.17,-0.53,953.20,26.96,-0.61,512.10
0.17,-0.53,953.40,26.98,-0.61,510.35
0.19,-0.54,953.20,27.00,-0.61,512.10
0.17,-0.53,952.90,27.01,-0.61,514.72
0.15,-0.53,953.00,27.02,-0.61,513.85
0.19,-0.53,953.30,27.03,-0.61,511.23
0.17,-0.53,953.10,27.04,-0.61,512.98
0.17,-0.53,953.60,27.06,-0.61,508.61
0.17,-0.53,953.10,27.07,-0.61,512.98
0.19,-0.53,953.20,27.08,-0.61,512.10
0.13,-0.53,953.30,27.09,-0.61,511.23
0.19,-0.53,953.40,27.10,-0.61,510.35
0.19,-0.53,953.70,27.11,-0.61,507.73
0.17,-0.53,953.70,27.13,-0.61,507.73
0.17,-0.53,953.40,27.14,-0.61,510.35
0.19,-0.53,953.50,27.16,-0.61,509.48
0.15,-0.53,953.40,27.17,-0.61,510.35
0.17,-0.53,953.40,27.19,-0.61,510.35
0.19,-0.53,953.50,27.20,-0.61,509.48
0.19,-0.53,953.40,27.22,-0.61,510.35
0.23,-0.53,953.70,27.23,-0.61,507.73
0.19,-0.54,953.30,27.25,-0.61,511.23
0.17,-0.53,953.60,27.27,-0.61,508.61
0.19,-0.53,953.70,27.28,-0.61,507.73
0.19,-0.53,953.70,27.30,-0.61,507.73
0.19,-0.53,953.40,27.31,-0.61,510.35
0.17,-0.54,953.50,27.33,-0.61,509.48
0.19,-0.53,953.50,27.34,-0.61,509.48
0.13,-0.53,953.50,27.36,-0.61,509.48
0.17,-0.53,953.60,27.38,-0.61,508.61
0.19,-0.53,954.10,27.39,-0.60,504.24
0.19,-0.53,954.00,27.40,-0.60,505.11
0.17,-0.53,953.60,27.42,-0.61,508.61
0.17,-0.54,953.50,27.43,-0.61,509.48
0.17,-0.53,953.60,27.45,-0.61,508.61
0.17,-0.53,953.70,27.46,-0.61,507.73
0.19,-0.54,953.20,27.47,-0.61,512.10
0.19,-0.54,953.60,27.48,-0.61,508.61
0.19,-0.54,953.70,27.49,-0.61,507.73
0.17,-0.54,953.70,27.50,-0.61,507.73
0.19,-0.53,953.60,27.51,-0.61,508.61
0.17,-0.53,953.60,27.52,-0.61,508.61
0.19,-0.53,953.60,27.54,-0.61,508.61
0.21,-0.54,953.50,27.54,-0.61,509.48
0.17,-0.54,953.90,27.55,-0.60,505.98
0.19,-0.53,953.90,27.56,-0.60,505.98
0.19,-0.54,953.50,27.57,-0.61,509.48
0.17,-0.54,953.90,27.58,-0.60,505.98
0.21,-0.54,953.80,27.58,-0.61,506.86
0.17,-0.53,953.50,27.59,-0.61,509.48
0.17,-0.54,953.60,27.60,-0.61,508.61
0.19,-0.54,953.80,27.61,-0.61,506.86
0.15,-0.53,954.30,27.61,-0.60,502.49
0.19,-0.54,953.80,27.62,-0.61,506.86
0.19,-0.53,953.60,27.63,-0.61,508.61
0.19,-0.54,953.50,27.63,-0.61,509.48
0.21,-0.54,953.90,27.64,-0.60,505.98
0.19,-0.53,953.30,27.64,-0.61,511.23
0.17,-0.53,953.80,27.65,-0.61,506.86
0.19,-0.54,953.70,27.66,-0.61,507.73
0.15,-0.54,953.80,27.66,-0.61,506.86
0.15,-0.53,953.70,27.67,-0.61,507.73
0.21,-0.54,953.90,27.68,-0.60,505.98
0.19,-0.54,953.80,27.68,-0.61,506.86
0.19,-0.53,953.90,27.69,-0.60,505.98
0.19,-0.54,953.90,27.69,-0.60,505.98
0.19,-0.54,953.20,27.70,-0.61,512.10
0.25,-0.54,953.80,27.70,-0.61,506.86
0.15,-0.54,953.50,27.71,-0.61,509.48
0.19,-0.54,953.90,27.71,-0.60,505.98
0.21,-0.54,953.40,27.71,-0.61,510.35
0.15,-0.54,953.80,27.72,-0.61,506.86
0.17,-0.54,953.50,27.73,-0.61,509.48
0.21,-0.54,953.80,27.73,-0.61,506.86
0.21,-0.54,953.40,27.74,-0.61,510.35
0.21,-0.54,953.50,27.75,-0.61,509.48
0.21,-0.54,953.40,27.75,-0.61,510.35
0.23,-0.54,953.80,27.76,-0.61,506.86
0.19,-0.53,953.30,27.77,-0.61,511.23
0.19,-0.54,953.30,27.77,-0.61,511.23
0.19,-0.53,953.40,27.78,-0.61,510.35
0.23,-0.54,953.40,27.79,-0.61,510.35
0.17,-0.54,953.40,27.79,-0.61,510.35
0.19,-0.54,954.10,27.79,-0.60,504.24
0.21,-0.54,953.60,27.80,-0.61,508.61
0.19,-0.54,953.70,27.80,-0.61,507.73
0.19,-0.54,953.10,27.81,-0.61,512.98
0.19,-0.53,953.20,27.81,-0.61,512.10
0.17,-0.54,953.80,27.81,-0.61,506.86
0.21,-0.54,953.40,27.81,-0.61,510.35
0.17,-0.54,953.50,27.81,-0.61,509.48
0.23,-0.54,953.50,27.82,-0.61,509.48
0.19,-0.54,954.10,27.82,-0.60,504.24
0.21,-0.53,953.60,27.82,-0.61,508.61
0.19,-0.54,953.60,27.82,-0.61,508.61
0.21,-0.54,953.50,27.82,-0.61,509.48
0.21,-0.54,954.00,27.82,-0.60,505.11
0.17,-0.54,953.90,27.81,-0.60,505.98
0.17,-0.54,953.60,27.81,-0.61,508.61
0.21,-0.54,953.70,27.81,-0.61,507.73
0.21,-0.54,953.80,27.80,-0.61,506.86
0.15,-0.53,953.80,27.80,-0.61,506.86
0.23,-0.54,954.00,27.80,-0.60,505.11
0.21,-0.54,953.60,27.79,-0.61,508.61
0.21,-0.54,953.40,27.78,-0.61,510.35
0.19,-0.54,953.70,27.78,-0.61,507.73
0.17,-0.54,953.30,27.78,-0.61,511.23
0.21,-0.54,953.40,27.79,-0.61,510.35
0.17,-0.54,953.50,27.79,-0.61,509.48
0.19,-0.54,953.60,27.79,-0.61,508.61
0.23,-0.54,953.70,27.79,-0.61,507.73
0.21,-0.54,953.60,27.79,-0.61,508.61
0.23,-0.54,953.30,27.79,-0.61,511.23
0.19,-0.54,953.60,27.79,-0.61,508.61
0.21,-0.54,953.90,27.80,-0.60,505.98
0.15,-0.54,953.30,27.80,-0.61,511.23
0.19,-0.54,953.20,27.81,-0.61,512.10
0.17,-0.54,953.40,27.81,-0.61,510.35
0.23,-0.54,953.70,27.81,-0.61,507.73
0.17,-0.54,953.70,27.82,-0.61,507.73
0.19,-0.54,953.50,27.82,-0.61,509.48
0.21,-0.54,953.50,27.83,-0.61,509.48
0.17,-0.54,953.50,27.83,-0.61,509.48
0.27,-0.54,953.40,27.83,-0.61,510.35
0.17,-0.54,953.90,27.84,-0.60,505.98
0.21,-0.54,953.60,27.84,-0.61,508.61
0.21,-0.54,953.70,27.85,-0.61,507.73
0.23,-0.54,954.00,27.85,-0.60,505.11
0.19,-0.54,953.40,27.86,-0.61,510.35
0.19,-0.54,953.30,27.86,-0.61,511.23
0.23,-0.54,953.60,27.87,-0.61,508.61
0.23,-0.54,953.30,27.87,-0.61,511.23
0.21,-0.54,953.60,27.88,-0.61,508.61
0.19,-0.54,953.70,27.88,-0.61,507.73
0.19,-0.54,953.50,27.89,-0.61,509.48
0.23,-0.54,953.80,27.89,-0.61,506.86
0.25,-0.54,953.60,27.90,-0.61,508.61
0.19,-0.54,953.80,27.90,-0.61,506.86
0.21,-0.54,953.20,27.90,-0.61,512.10
0.17,-0.54,953.60,27.91,-0.61,508.61
0.23,-0.54,953.80,27.91,-0.61,506.86
0.23,-0.54,953.70,27.92,-0.61,507.73
0.21,-0.54,953.60,27.92,-0.61,508.61
0.23,-0.54,953.90,27.92,-0.60,505.98
0.21,-0.54,953.90,27.93,-0.60,505.98
0.21,-0.54,953.50,27.93,-0.61,509.48
0.21,-0.54,953.60,27.93,-0.61,508.61
0.19,-0.54,953.50,27.94,-0.61,509.48
0.17,-0.54,953.40,27.94,-0.61,510.35
0.23,-0.54,953.40,27.94,-0.61,510.35
0.19,-0.54,953.80,27.95,-0.61,506.86
0.23,-0.54,953.50,27.95,-0.61,509.48
0.23,-0.54,953.50,27.96,-0.61,509.48
0.17,-0.54,953.50,27.96,-0.61,509.48
0.19,-0.54,953.60,27.97,-0.61,508.61
0.21,-0.54,953.60,27.97,-0.61,508.61
